metric,value
candidate_rescued_edges,21.0
manually_accepted_edges,21.0
rejected_ambiguous_edges,0.0
rejected_wrong_edges,0.0
final_target_aligned_edges,112.0
final_coverage_ratio,0.5490196078431373
